food_id,food_name,id,name,"Energy, by calculation,kcal","Total energy - by calculation,kcal","Protein, total,g","Moisture,g","Fat, total,g","Ash,g","Iron,mg","Calcium,mg","Sodium,mg","Carbohydrate, available,g","b-carotene,mcg","Vitamin D (D2+D3),mcg","Magnesium,mg","Niacin,mg","Fatty acids, total monounsaturated,g","Folate, total,mcg","Riboflavin,mg","Copper,mg","Carbohydrate, total,g","Edible portion,%","Potassium,mg","Fatty acids, total omega-3 polyunsaturated,g","Fatty acids, total omega-6 polyunsaturated,g","Retinol,mcg","Alpha-tocopherol,mg","Vitamin B-6, total,mg","Vitamin B-12,mcg","Phosphorus,mg","Vitamin A; retinol activity equivalent,mcg","Fatty acids, total saturated,g","Vitamin C,mg","Cholesterol,mg","Density,g/mL","Fatty acids, total polyunsaturated,g","Thiamin,mg","True protein,g","Selenium,mcg","Dietary fibre,g","Zinc,mg","Sugars, total,g",Source_id
309,ลูกหว้า,793,ลูกหว้า,52,NULL,0.9,84.9,0.1,0.7,1.33,23,199,10.15,50,NULL,198,1.9,NULL,NULL,NULL,NULL,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,32,4,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,3.3,0.15,5,1
310,ลูกเกด,850,ลูกเกด,333,NULL,3,13.5,0.8,1.9,2.05,43,46,75.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.17,NULL,NULL,4.9,NULL,52.9,1
311,ลูกเดือยน้ำกะทิ,1644,ลูกเดือยน้ำกะทิ,141,NULL,1.65,67.2,2.8,0.55,0.4,6,78,26.6,NULL,NULL,NULL,NULL,0.57,NULL,0.01,NULL,NULL,NULL,NULL,NULL,0.31,NULL,NULL,NULL,NULL,NULL,NULL,1.8,NULL,NULL,NULL,0.31,0.09,NULL,NULL,1.3,NULL,13.55,1
313,ลูกไหน,794,"ลูกไหน (เชอร์รี่เชียงใหม่)",55,NULL,1.2,85,0.3,0.4,0.45,7,7,10.6,1,NULL,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,201,NULL,NULL,NULL,NULL,NULL,NULL,24,128,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2.5,0.17,7,1
314,วาฟเฟิล,1750,วาฟเฟิล,NULL,396,8,25,20.34,1.43,NULL,NULL,244,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,45.23,NULL,NULL,NULL,NULL,60,NULL,NULL,NULL,NULL,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17.26,1
315,วุ้นกะทิ,1646,วุ้นกะทิใบเตย,132,NULL,0.6,72.8,5.3,0.7,NULL,1,NULL,20.6,10,NULL,NULL,0.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
316,วุ้นมะพร้าว,1651,วุ้นมะพร้าวอ่อน,127,NULL,0.72,78.3,7.47,0.9,0.25,13,68,13.63,NULL,NULL,NULL,1,1.76,NULL,NULL,NULL,NULL,NULL,204,0.01,1.49,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,1.51,NULL,NULL,NULL,1.3,NULL,13.63,1
317,สตรอเบอร์รี่,802,สตรอเบอร์รี่,33,NULL,0.7,90.1,0.3,0.5,0.31,7,2,5.45,7,NULL,9,NULL,NULL,NULL,NULL,0.06,NULL,NULL,145,NULL,NULL,NULL,NULL,NULL,NULL,23,1,NULL,66,NULL,NULL,NULL,NULL,NULL,NULL,3,0.14,4.03,1
318,สตรอเบอร์รี่อบแห้ง,858,"สตรอเบอร์รี่, อบแห้ง",349,NULL,1.4,10.7,NULL,0.8,0.9,91,86,84.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2.3,NULL,67.37,1
319,สตู,1509,สตูไก่,NULL,122,17.4,72.6,4.47,2.43,0.67,NULL,570,NULL,NULL,NULL,NULL,NULL,1.52,NULL,NULL,NULL,3.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.47,NULL,43,NULL,1.28,NULL,NULL,NULL,NULL,NULL,NULL,1
319,สตู,1510,สตูเนื้อ,NULL,135,13.33,69.3,4.47,2.4,1.87,NULL,432,NULL,NULL,NULL,NULL,NULL,1.81,NULL,NULL,NULL,10.47,NULL,NULL,0.06,0.53,NULL,NULL,NULL,NULL,NULL,NULL,1.89,NULL,33,NULL,0.59,NULL,NULL,NULL,NULL,NULL,NULL,1
322,สปาเก็ตตี้ซอส,1512,สปาเก็ตตี้ซอสรสต่างๆ,105,NULL,4.23,77.3,4.97,2.52,0.34,13,656,9.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,12,1.67,NULL,11,NULL,NULL,NULL,NULL,NULL,2.4,NULL,9.72,1
334,ส้ม,806,"ส้ม, เกลี้ยง",NULL,52,0.5,86.8,NULL,0.1,0.4,33,NULL,NULL,NULL,NULL,NULL,1.8,NULL,NULL,0.04,NULL,12.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,71,NULL,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,1
334,ส้ม,807,"ส้ม, เขียวหวาน",41,NULL,0.84,88.7,0.17,0.57,0.47,25,28,8.18,72,NULL,11,0.35,NULL,NULL,0.03,0.07,NULL,NULL,168,NULL,NULL,NULL,NULL,NULL,NULL,20,6,NULL,17,NULL,NULL,NULL,0.05,NULL,0.1,1.6,0.09,11,1
334,ส้ม,808,"ส้ม, จุก",NULL,40,0.7,89.6,NULL,0.4,0.4,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.02,NULL,9.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,38,NULL,NULL,NULL,0.06,NULL,NULL,NULL,NULL,NULL,1
334,ส้ม,809,"ส้ม, เช้ง",46,NULL,0.94,87.2,0.08,0.47,0.2,17,4,9.34,NULL,NULL,11,0.49,NULL,NULL,0.03,0.05,NULL,NULL,124,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,30,NULL,NULL,NULL,0.07,NULL,NULL,2,0.04,9.43,1
334,ส้ม,810,"ส้ม, โชกุน",45,NULL,1.1,88,0.2,0.4,NULL,10,1,9,32,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213,NULL,NULL,NULL,NULL,NULL,NULL,23,3,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,1.3,NULL,9,1
334,ส้ม,811,"ส้ม, สายน้ำผึ้ง",46,NULL,0.7,86.7,0.12,0.48,0.14,16,3,9.04,137,NULL,8,NULL,NULL,NULL,NULL,0.05,NULL,NULL,193,NULL,NULL,NULL,NULL,NULL,NULL,16,11,NULL,30,NULL,NULL,NULL,NULL,NULL,NULL,3,0.04,10.67,1
337,ส้มฟัก,1258,ส้มฟัก,92,NULL,12.19,75,1.35,3.59,0.81,34,2,7.4,NULL,NULL,NULL,2.8,NULL,NULL,0.06,0.09,NULL,NULL,226,NULL,NULL,NULL,NULL,NULL,NULL,190,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.5,0.63,NULL,1
335,ส้มอบแห้ง,868,"ส้ม, อบแห้ง",326,NULL,2.2,11.4,0.4,1.8,0.3,128,171,72.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,11.7,NULL,71.2,1
338,ส้มเนื้อ,1010,ส้มเนื้อหมู,148,NULL,23.1,65,5.1,4.5,9.1,NULL,NULL,2.3,NULL,NULL,NULL,NULL,NULL,NULL,0.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179,NULL,NULL,NULL,NULL,NULL,NULL,0.57,NULL,NULL,NULL,NULL,NULL,1
338,ส้มเนื้อ,1009,ส้มเนื้อวัว,143,NULL,22.2,63.2,2.2,3.8,NULL,NULL,NULL,8.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
339,ส้มโอ,812,"ส้มโอ, พันธุ์ต่างๆ",42,NULL,0.92,88.5,0.12,0.49,0.15,9,5,8.49,21,NULL,7,0.37,NULL,NULL,0.01,0.05,NULL,NULL,154,NULL,NULL,NULL,NULL,NULL,NULL,19,2,NULL,48,NULL,NULL,NULL,0.04,NULL,NULL,1.5,0.05,10.2,1
323,สละ,805,สละ,72,NULL,0.4,80.3,0.1,1,0.2,3,6,16.49,49,NULL,8,0.8,NULL,NULL,0.5,0.07,NULL,NULL,115,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,24,NULL,NULL,NULL,0.01,NULL,NULL,1.7,0.15,17.39,1
323,สละ,2067,"สละ, พันธุ์สุมาลี",67,NULL,0.6,81.7,0,0.8,0.34,7,14,15.49,NULL,NULL,9,0.66,NULL,NULL,0.01,0.08,NULL,NULL,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,0.01,NULL,NULL,1.4,0.38,13.04,1
587,สลัดผัก,2063,"ผักสลัด, บัตเตอร์เฮด, ไฮโดรโปนิกส์, สด",9,NULL,1.06,97.5,0.06,0.59,0.27,29,22,0.53,NULL,NULL,9,0.29,NULL,NULL,0.02,0.04,NULL,NULL,245,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.11,NULL,NULL,1.2,0.23,0.53,1
587,สลัดผัก,2060,"ผักสลัด, เรดโอ๊ค, ไฮโดรโปนิกส์, สด",12,NULL,1.02,96.1,0.12,0.44,0.32,33,12,0.99,NULL,NULL,17,0.43,NULL,NULL,0.04,0.07,NULL,NULL,152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,0.04,NULL,NULL,1.3,0.16,0.38,1
587,สลัดผัก,2059,"ผักสลัด, กรีนโอ๊ค, ไฮโดรโปนิกส์, สด",10,NULL,1.19,96.4,0,0.56,0.49,27,27,0.58,NULL,NULL,9,0.34,NULL,NULL,0.04,0.04,NULL,NULL,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,0.11,NULL,NULL,1.3,0.17,0.24,1
325,สังขยาฟักทอง,1654,สังขยาฟักทอง,210,NULL,5.2,57.2,8.8,1.1,1.1,38,119,27.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.4,NULL,26.1,1
326,สับปะรด,814,"สับปะรด, พันธุ์ต่างๆ",51,NULL,0.5,86.1,0.05,0.37,0.27,8,3,11.38,87,NULL,9,0.3,NULL,NULL,0.04,0.05,NULL,NULL,112,NULL,NULL,NULL,NULL,NULL,NULL,10,7,NULL,10,NULL,NULL,NULL,0.09,NULL,0.2,1.6,0.14,12.83,1
326,สับปะรด,815,"สับปะรด, ศรีราชา",45,NULL,0.5,87.6,0.06,0.35,0.16,7,2,9.65,24,NULL,9,NULL,NULL,NULL,NULL,0.05,NULL,NULL,84,NULL,NULL,NULL,NULL,NULL,NULL,15,2,NULL,12,NULL,NULL,NULL,NULL,NULL,NULL,1.9,0.15,11.96,1
327,สับปะรดกวน,861,"สับปะรด, กวน",348,NULL,1,9.6,0.1,1.2,1,33,282,83.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.5,NULL,36.7,1
328,สับปะรดอบแห้ง,867,"สับปะรด, อบแห้ง",305,NULL,NULL,15.8,NULL,1.6,1.1,56,18,69.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,12.9,NULL,61.6,1
329,สาคูถั่วดำ,1655,สาคูถั่วดำ,138,NULL,2.25,69.7,5.08,0.87,0.73,8,138,19.61,NULL,NULL,NULL,NULL,0.36,NULL,NULL,NULL,NULL,NULL,NULL,0.03,0.12,NULL,NULL,NULL,NULL,NULL,NULL,4.04,NULL,1,NULL,0.16,0.02,NULL,NULL,2.5,NULL,13.2,1
330,สาลี่,813,"สาลี่, พันธุ์ต่างๆ, ปอกเปลือก",50,NULL,0.35,86.4,0.12,0.28,0.07,1,2,11.09,NULL,NULL,7,0.25,NULL,NULL,0.03,0.07,NULL,NULL,172,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,3,NULL,NULL,NULL,0.01,NULL,NULL,1.8,0.05,8.63,1
332,สเต็กปลาทูน่า,1511,สเต็กปลาทูน่า,180,NULL,13.85,64.1,10.35,2.7,1.55,14,504,5.65,NULL,NULL,NULL,NULL,NULL,NULL,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.37,NULL,29,NULL,NULL,0.15,NULL,NULL,4.4,NULL,5.65,1
340,หนอนไม้ไผ่ทอด,1788,"หนอนไม้ไผ่, ทอด",NULL,644,25.5,4.5,55.3,3.7,2.7,41,609,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,674,NULL,NULL,NULL,NULL,NULL,NULL,356,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
505,หนังไก่ทอด,905,"ไก่, หนัง, ทอด",578,NULL,33.74,3,41.86,4.86,1.9,39,1,16.55,NULL,NULL,20,1.32,18.05,NULL,0.17,0.12,NULL,NULL,274,0.42,8.35,141,NULL,NULL,NULL,305,141,13.03,NULL,34,NULL,8.82,NULL,NULL,NULL,NULL,2.55,NULL,1
69,หม้อแกง,1616,ขนมหม้อแกง-ถั่ว,207,NULL,5.8,54.2,7.2,0.9,NULL,9,NULL,27.7,NULL,NULL,NULL,0.8,NULL,NULL,0.18,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,72,8,NULL,NULL,NULL,NULL,NULL,0.05,NULL,NULL,4.2,NULL,NULL,1
369,หม่ำหมู,1015,"หม่ำ, หมู",207,NULL,25.3,54.3,9.9,6.4,NULL,NULL,NULL,4.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
341,หมี่กรอบ,1517,หมี่กรอบ,505,NULL,2.9,9.1,29.4,1.5,0.6,26,NULL,57.1,NULL,NULL,NULL,2,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL,NULL,2,NULL,NULL,NULL,0.69,NULL,NULL,NULL,NULL,NULL,1
343,หมี่กะทิ,1595,หมี่กะทิ,173,NULL,3.9,63.3,6.6,1.7,0.7,38,NULL,24.5,NULL,NULL,NULL,0.9,NULL,NULL,0.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL,NULL,1,NULL,NULL,NULL,0.63,NULL,NULL,NULL,NULL,NULL,1
344,หมี่ซั่ว,204,"หมี่ซั่ว (แป้งสาลี 100%)",326,NULL,12.3,8.2,0.8,9,1.45,24,2,65.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.11,NULL,NULL,4.6,NULL,NULL,1
345,หมี่โคราช,205,หมี่ตะคุ,393,NULL,4.8,4.8,6,3.9,0.8,13,1,79.2,NULL,NULL,NULL,NULL,NULL,NULL,0.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.05,NULL,NULL,1.3,NULL,18.3,1
352,หมูกรอบ,982,"หมูกรอบ (หมูสามชั้นทอดกรอบ)",502,NULL,19.9,32.3,46.9,1,0.7,NULL,180,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
548,หมูกระเทียม,1548,ข้าวกล้อง-หมูกระเทียม,141,NULL,9.07,66.1,3.17,1.1,0.55,20,165,17.67,402,NULL,NULL,NULL,0.78,NULL,0.02,NULL,NULL,NULL,NULL,0.07,0.77,82,NULL,NULL,NULL,NULL,116,0.88,NULL,12,NULL,0.84,0.32,NULL,NULL,2.9,NULL,0.3,1
348,หมูทอด,953,"หมู, ซี่โครง, ทอด",333,NULL,33.7,41.2,21,1.8,1.5,7,210,2.3,NULL,NULL,NULL,6.2,7.49,NULL,0.49,0.2,NULL,NULL,470,NULL,NULL,2,NULL,NULL,NULL,230,2,8.52,NULL,57,NULL,0.34,0.66,NULL,NULL,NULL,1.5,NULL,1
355,หมูทอดกระเทียม,1568,ข้าวหมูทอด,144,NULL,7.74,67.4,3.2,0.57,NULL,NULL,222,21.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
356,หมูทุบ,1018,หมูทุบ,360,NULL,48,9.8,5.1,6.6,1.7,11,1,30.5,NULL,NULL,NULL,NULL,2.05,NULL,NULL,NULL,NULL,NULL,NULL,0.15,0.71,7,NULL,NULL,NULL,NULL,NULL,1.84,NULL,119,NULL,0.91,NULL,NULL,NULL,NULL,NULL,NULL,1
362,หมูสวรรค์,1021,หมูสวรรค์,380,NULL,34,9.6,7.6,5,NULL,NULL,1,43.8,NULL,NULL,NULL,NULL,3.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,5.69,NULL,NULL,NULL,0.12,NULL,NULL,NULL,NULL,NULL,NULL,1
363,หมูสะเต๊ะ,1519,หมูสะเต๊ะ,272,NULL,20.07,48.1,14.57,2.2,0.93,NULL,342,15.03,NULL,NULL,NULL,NULL,5.12,NULL,NULL,NULL,NULL,NULL,NULL,0.27,2.55,NULL,NULL,NULL,NULL,NULL,NULL,5.88,NULL,60,NULL,2.92,0.83,NULL,NULL,NULL,NULL,NULL,1
350,หมูสามชั้นทอด,975,"หมู, สามชั้น, ทอด",450,NULL,23.89,31.3,36.65,1.97,1.11,13,462,6.24,NULL,NULL,20,4.14,15.96,NULL,0.17,0.08,NULL,NULL,364,NULL,4.61,17,NULL,NULL,NULL,191,17,13.36,NULL,48,NULL,5.57,0.34,NULL,NULL,NULL,NULL,NULL,1
364,หมูหยอง,1022,หมูหยอง,381,NULL,38.59,5.5,5.32,5.85,1.55,34,1,44.72,NULL,NULL,NULL,5.57,1.39,NULL,0.13,NULL,NULL,NULL,440,0.04,0.17,13,NULL,NULL,NULL,227,13,1.15,NULL,92,NULL,0.35,0.19,NULL,NULL,NULL,8.15,NULL,1
366,หมูแดง,1016,"หมูแดง, สุก",335,NULL,24.3,44.3,23.7,1.5,1.4,NULL,257,6.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
367,หมูแดดเดียว,1017,"หมูแดดเดียว, ปิ้ง",303,NULL,39.11,30.4,10.01,6.32,3.24,NULL,1,14.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.75,NULL,NULL,NULL,NULL,NULL,1
368,หมูแผ่น,1019,หมูแผ่น,419,NULL,36.46,3.1,11.21,6.27,2.07,17,1,42.96,NULL,NULL,NULL,7.61,4.61,NULL,0.08,NULL,NULL,NULL,698,0.19,1.21,18,NULL,NULL,NULL,NULL,18,4.41,NULL,91,NULL,1.3,0.07,NULL,NULL,NULL,11.45,NULL,1
557,หอยทอด,1596,หอยแมลงภู่ทอดใส่ไข่,219,NULL,8,61.6,14.1,1.2,0.4,158,NULL,15.1,NULL,NULL,NULL,1.8,NULL,NULL,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,194,NULL,NULL,1,NULL,NULL,NULL,0.8,NULL,NULL,NULL,NULL,NULL,1
371,หอยนางรมทรงเครื่อง,1171,"หอยนางรม,ดิบ",NULL,NULL,NULL,88.5,NULL,NULL,3.5,42,60,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.4,NULL,NULL,29,NULL,NULL,NULL,NULL,NULL,NULL,119,NULL,NULL,NULL,65,NULL,NULL,NULL,NULL,29.3,NULL,6,NULL,1
373,หอยหลอดแห้ง,1180,"หอยหลอด, แห้ง",300,NULL,43.4,25,2.9,3.5,12.5,198,NULL,25.2,NULL,NULL,NULL,NULL,NULL,NULL,0.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,388,NULL,NULL,NULL,NULL,NULL,NULL,0.21,NULL,NULL,NULL,NULL,NULL,1
374,หอยเสียบดอง,1266,"หอยเสียบ, ดอง",172,NULL,10.55,37.9,0.39,19.52,NULL,NULL,NULL,31.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
375,หอยแครงลวก,1167,"หอยแครง, ลวก",58,NULL,9.66,84.7,0.59,1.61,13.52,47,NULL,3.41,NULL,NULL,58,1.69,0.11,NULL,0.12,NULL,NULL,NULL,136,0.08,0.06,13,NULL,NULL,NULL,54,13,0.45,4,32,NULL,0.14,0.24,NULL,NULL,NULL,1.98,NULL,1
377,หอยแมลงภู่ทอดใส่ไข่,1596,หอยแมลงภู่ทอดใส่ไข่,219,NULL,8,61.6,14.1,1.2,0.4,158,NULL,15.1,NULL,NULL,NULL,1.8,NULL,NULL,1.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,194,NULL,NULL,1,NULL,NULL,NULL,0.8,NULL,NULL,NULL,NULL,NULL,1
376,หอยแมลงภู่นึ่ง,1174,"หอยแมลงภู่, นึ่ง",97,NULL,15.57,72.6,2.15,5.96,15.64,NULL,NULL,3.75,NULL,NULL,80,0.43,0.27,NULL,0.03,NULL,NULL,NULL,1,0.47,0.1,124,NULL,NULL,NULL,NULL,124,1.15,NULL,100,NULL,0.57,NULL,NULL,NULL,NULL,1.6,NULL,1
378,หูฉลาม,1487,ซุปหูฉลาม,31,NULL,5.31,91.4,0.19,1.01,0.48,12,226,1.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.3,NULL,0.65,1
381,องุ่นเขียว,817,องุ่นเขียว,59,NULL,0.51,84.4,0.09,0.5,0.4,6,8,13.35,21,NULL,5,0.2,NULL,NULL,0.03,0.37,NULL,NULL,156,NULL,NULL,NULL,NULL,NULL,NULL,20,2,NULL,6,NULL,NULL,NULL,0.03,NULL,0.1,1.2,0.06,13.82,1
382,องุ่นแดง,818,องุ่นแดง,51,NULL,0.49,85.7,0.13,0.4,0.36,7,6,10.64,28,NULL,6,0.2,NULL,NULL,0.03,0.07,NULL,NULL,174,NULL,NULL,NULL,NULL,NULL,NULL,17,2,NULL,2,NULL,NULL,NULL,0.03,NULL,0.2,2.7,0.03,11.17,1
543,ออมเล็ต,1270,"ไข่ไก่, เจียว (เติมน้ำปลา)",361,NULL,13.98,49,32.89,1.8,1.36,86,591,2.37,9,NULL,15,0.19,10.44,NULL,0.45,0.03,NULL,88,188,1.32,13.41,154,NULL,NULL,NULL,204,155,7.76,NULL,297,NULL,14.72,0.08,NULL,NULL,NULL,1.24,NULL,1
384,อัลมอนด์,1735,"อัลมอนด์, อบเกลือ",627,NULL,25.8,0.9,53.6,4,2.9,299,229,4.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10.9,NULL,3.2,1
387,ฮอทดอก,1442,ฮอทดอก,269,NULL,10.2,45.2,13.1,2.67,0.94,47,798,26.13,NULL,NULL,30,NULL,4.51,NULL,NULL,NULL,NULL,NULL,181,NULL,NULL,NULL,NULL,NULL,NULL,144,NULL,4.49,NULL,37,NULL,2.79,NULL,NULL,NULL,2.7,1.48,NULL,1
370,ฮ่อยจ๊อ,1520,"หอยจ้อ, ทอด ไก่หรือปู",288,NULL,15.9,49.6,20.18,2.4,1.1,87,429,9.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.2,NULL,NULL,1
390,เกาลัด,308,"เกาลัด, ลูกใหญ่, ดิบ",NULL,217,3.8,46.7,1.8,1.2,NULL,NULL,NULL,NULL,57,NULL,NULL,2.1,0.58,NULL,NULL,NULL,46.5,NULL,NULL,NULL,0.63,NULL,NULL,NULL,NULL,NULL,5,0.45,NULL,NULL,NULL,0.63,NULL,NULL,NULL,NULL,NULL,NULL,1
390,เกาลัด,307,"เกาลัด, พันธุ์พื้นเมือง, ภาคเหนือ, นึ่ง",136,NULL,4,61.7,0.53,1.51,0.39,24,46,25.55,162,NULL,NULL,1.13,NULL,NULL,0.1,0.47,NULL,NULL,453,NULL,NULL,NULL,NULL,NULL,NULL,121,14,NULL,2,NULL,NULL,NULL,0.13,NULL,NULL,6.7,1.18,NULL,1
391,เกี๊ยวกุ้ง,1533,"เกี๊ยว, กุ้ง, น้ำ",128,NULL,7,71.4,4.4,1.73,0.47,16,422,14.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.7,NULL,0.4,1
393,เกี๊ยวทอด,197,"แผ่นเกี๊ยวทอด ไม่มีหมู",NULL,558,8.3,1.8,35.63,3.27,0.97,NULL,656,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
